"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2022-09-05 a las 20:12:56 (tiempo del centro de Mexico)."
"Sismicidad del 2022-01-01 al 2022-09-05, mag. 4.0 a 9.9, todas las profundidades, en todo el pais."
"Total: 1503 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2022-01-05,12:47:50,4.0,18.0862,-103.314,5.0,"78 km al SUR de COALCOMAN, MICH",2022-01-05,18:47:50,revisado
2022-01-05,18:44:32,4.0,16.0678,-96.9678,34.7,"25 km al NORESTE de PUERTO ESCONDIDO, OAX",2022-01-06,00:44:32,revisado
2022-01-05,20:38:48,4.1,16.8827,-100.949,16.7,"51 km al SUROESTE de TECPAN, GRO",2022-01-06,02:38:48,revisado
2022-01-05,22:32:22,4.0,16.226,-98.0753,7.7,"13 km al SUR de PINOTEPA NACIONAL, OAX",2022-01-06,04:32:22,revisado
2022-01-06,01:03:38,4.4,15.7327,-93.7923,82.4,"39 km al SUR de TONALA, CHIS",2022-01-06,07:03:38,revisado
2022-01-06,04:16:13,4.2,16.3747,-96.2883,62.7,"33 km al ESTE de MIAHUATLAN, OAX",2022-01-06,10:16:13,revisado
2022-01-06,06:00:30,4.1,15.5138,-96.5383,16.0,"27 km al SUROESTE de S PEDRO POCHUTLA, OAX",2022-01-06,12:00:30,revisado
2022-01-06,08:03:24,4.1,15.9507,-98.8638,16.1,"95 km al SUROESTE de OMETEPEC, GRO",2022-01-06,14:03:24,revisado
2022-01-06,15:44:50,4.6,15.6762,-93.4587,98.3,"27 km al OESTE de PIJIJIAPAN, CHIS",2022-01-06,21:44:50,revisado
2022-01-06,23:08:00,4.1,14.4912,-92.1638,75.1,"21 km al SUR de CD HIDALGO, CHIS",2022-01-07,05:08:00,revisado
2022-01-06,23:47:02,4.1,16.2275,-99.1685,16.2,"67 km al SURESTE de SAN MARCOS, GRO",2022-01-07,05:47:02,revisado
2022-01-06,23:51:50,4.0,15.0017,-94.2947,19.5,"133 km al SUROESTE de TONALA, CHIS",2022-01-07,05:51:50,revisado
2022-01-07,01:43:17,4.0,30.0435,-113.836,10.0,"144 km al SUR de PUERTO PEÑASCO, SON",2022-01-07,07:43:17,revisado
2022-01-07,02:55:29,4.1,14.6923,-94.4723,16.1,"172 km al SUROESTE de TONALA, CHIS",2022-01-07,08:55:29,revisado
2022-01-07,08:07:16,4.0,16.559,-95.1772,5.0,"8 km al OESTE de CD IXTEPEC, OAX",2022-01-07,14:07:16,revisado
2022-01-07,09:30:54,4.0,14.2085,-93.7282,10.0,"163 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-07,15:30:54,revisado
2022-01-07,14:58:54,4.0,17.0737,-94.8598,120.6,"30 km al NORESTE de MATIAS ROMERO, OAX",2022-01-07,20:58:54,revisado
2022-01-07,15:35:20,4.1,17.3127,-100.87,34.3,"28 km al NOROESTE de TECPAN, GRO",2022-01-07,21:35:20,revisado
2022-01-07,23:30:16,4.2,24.7115,-109.09,10.0,"114 km al SUROESTE de GUASAVE, SIN",2022-01-08,05:30:16,revisado
2022-01-07,23:49:25,4.5,16.6252,-100.645,10.0,"66 km al SUR de TECPAN, GRO",2022-01-08,05:49:25,revisado
2022-01-08,00:29:00,4.0,16.4863,-99.177,7.6,"41 km al SURESTE de SAN MARCOS, GRO",2022-01-08,06:29:00,revisado
2022-01-08,00:38:32,4.0,16.0022,-97.5805,16.1,"16 km al OESTE de RIO GRANDE, OAX",2022-01-08,06:38:32,revisado
2022-01-08,01:53:19,4.3,24.7075,-109.218,13.8,"121 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-08,07:53:19,revisado
2022-01-08,02:00:47,4.1,27.5323,-111.502,16.1,"73 km al SUROESTE de H GUAYMAS, SON",2022-01-08,08:00:47,revisado
2022-01-08,02:46:44,4.2,24.7088,-109.215,10.5,"121 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-08,08:46:44,revisado
2022-01-08,03:24:39,4.1,24.8482,-108.985,10.0,"96 km al SUROESTE de GUASAVE, SIN",2022-01-08,09:24:39,revisado
2022-01-08,03:28:40,4.2,17.2317,-94.4595,141.3,"74 km al NORESTE de MATIAS ROMERO, OAX",2022-01-08,09:28:40,revisado
2022-01-08,09:26:28,4.0,14.2892,-93.2372,19.2,"125 km al SUROESTE de CD HIDALGO, CHIS",2022-01-08,15:26:28,revisado
2022-01-08,11:48:00,4.2,24.6875,-109.219,10.0,"123 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-08,17:48:00,revisado
2022-01-08,17:22:19,4.1,18.6192,-102.448,12.4,"53 km al SUR de APATZINGAN, MICH",2022-01-08,23:22:19,revisado
2022-01-08,18:11:23,4.6,24.7732,-109.053,10.0,"106 km al SUROESTE de GUASAVE, SIN",2022-01-09,00:11:23,revisado
2022-01-09,02:45:07,4.0,16.7655,-94.9522,5.0,"15 km al SURESTE de MATIAS ROMERO, OAX",2022-01-09,08:45:07,revisado
2022-01-09,03:09:39,4.0,14.1133,-92.3177,34.1,"65 km al SUROESTE de CD HIDALGO, CHIS",2022-01-09,09:09:39,revisado
2022-01-09,03:12:50,4.0,13.95,-92.1977,10.0,"81 km al SUR de CD HIDALGO, CHIS",2022-01-09,09:12:50,revisado
2022-01-09,12:58:45,4.2,24.694,-109.245,10.0,"124 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-09,18:58:45,revisado
2022-01-09,13:55:25,4.0,15.9455,-93.9657,93.5,"27 km al SUROESTE de TONALA, CHIS",2022-01-09,19:55:25,revisado
2022-01-09,23:45:20,4.1,13.9602,-94.1363,10.0,"212 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-10,05:45:20,revisado
2022-01-10,04:53:09,4.2,15.3548,-95.1993,21.7,"92 km al SUR de SALINA CRUZ, OAX",2022-01-10,10:53:09,revisado
2022-01-10,04:56:48,4.0,15.3963,-95.2047,10.0,"87 km al SUR de SALINA CRUZ, OAX",2022-01-10,10:56:48,revisado
2022-01-10,12:01:41,4.2,16.1717,-99.0875,5.0,"76 km al SURESTE de SAN MARCOS, GRO",2022-01-10,18:01:41,revisado
2022-01-10,14:37:25,4.0,14.995,-95.8218,11.4,"92 km al SURESTE de CRUCECITA, OAX",2022-01-10,20:37:25,revisado
2022-01-10,14:41:31,4.2,19.5957,-108.634,10.0,"373 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-10,20:41:31,revisado
2022-01-10,16:25:28,4.2,24.661,-109.262,10.0,"121 km al NORESTE de LA PAZ, BCS",2022-01-10,22:25:28,revisado
2022-01-10,21:33:03,4.1,24.792,-104.292,5.0,"42 km al NOROESTE de CD GPE VICTORIA, DGO",2022-01-11,03:33:03,revisado
2022-01-10,23:26:00,4.3,14.587,-94.3262,16.1,"171 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-11,05:26:00,revisado
2022-01-11,02:45:49,4.8,15.246,-94.0285,16.1,"97 km al SUROESTE de TONALA, CHIS",2022-01-11,08:45:49,revisado
2022-01-11,02:57:00,4.0,15.271,-93.8918,54.4,"86 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-11,08:57:00,revisado
2022-01-11,04:06:00,4.1,24.7343,-109.17,10.0,"116 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-11,10:06:00,revisado
2022-01-11,04:47:53,5.0,24.7023,-109.229,12.2,"122 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-11,10:47:53,revisado
2022-01-11,05:59:31,4.4,14.9608,-94.3325,16.1,"139 km al SUROESTE de TONALA, CHIS",2022-01-11,11:59:31,revisado
2022-01-11,07:32:01,4.1,13.885,-92.7523,16.0,"109 km al SUROESTE de CD HIDALGO, CHIS",2022-01-11,13:32:01,revisado
2022-01-11,11:57:15,4.2,24.7387,-109.184,10.0,"116 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-11,17:57:15,revisado
2022-01-11,14:45:21,4.1,24.8247,-109.118,10.0,"105 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-11,20:45:21,revisado
2022-01-11,15:41:10,4.4,24.7983,-109.116,10.0,"107 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-11,21:41:10,revisado
2022-01-11,20:20:43,4.0,24.7568,-109.175,10.0,"114 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-12,02:20:43,revisado
2022-01-11,20:31:14,4.0,29.5117,-113.815,8.5,"174 km al NORTE de GUERRERO NEGRO, BCS",2022-01-12,02:31:14,revisado
2022-01-12,02:51:51,4.0,16.807,-99.925,5.0,"8 km al SUROESTE de ACAPULCO, GRO",2022-01-12,08:51:51,revisado
2022-01-12,04:48:34,4.1,14.597,-94.5483,10.0,"185 km al SUROESTE de TONALA, CHIS",2022-01-12,10:48:34,revisado
2022-01-12,05:12:58,4.0,17.0013,-94.117,147.0,"54 km al NOROESTE de CINTALAPA, CHIS",2022-01-12,11:12:58,revisado
2022-01-12,06:21:15,4.0,18.723,-106.946,10.0,"257 km al OESTE de CIHUATLAN, JAL",2022-01-12,12:21:15,revisado
2022-01-12,13:57:42,4.3,15.7112,-95.3363,16.1,"54 km al SUROESTE de SALINA CRUZ, OAX",2022-01-12,19:57:42,revisado
2022-01-12,17:59:21,4.1,16.4873,-95.1362,5.0,"9 km al SUROESTE de CD IXTEPEC, OAX",2022-01-12,23:59:21,revisado
2022-01-12,18:16:09,4.1,15.9968,-97.5125,10.8,"9 km al OESTE de RIO GRANDE, OAX",2022-01-13,00:16:09,revisado
2022-01-12,19:07:52,4.1,24.7687,-109.149,10.0,"112 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-13,01:07:52,revisado
2022-01-12,22:59:26,4.1,16.1167,-95.9402,10.2,"44 km al NORESTE de CRUCECITA, OAX",2022-01-13,04:59:26,revisado
2022-01-12,23:51:28,4.1,16.8637,-100.102,15.6,"16 km al SUR de COYUCA DE BENITEZ, GRO",2022-01-13,05:51:28,revisado
2022-01-13,04:49:36,4.0,16.7587,-100.06,5.0,"21 km al SUROESTE de ACAPULCO, GRO",2022-01-13,10:49:36,revisado
2022-01-13,06:07:25,4.2,15.0455,-93.0152,70.5,"46 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-13,12:07:25,revisado
2022-01-13,15:21:17,4.0,15.72,-95.1608,16.1,"51 km al SUR de SALINA CRUZ, OAX",2022-01-13,21:21:17,revisado
2022-01-13,17:53:57,4.0,15.583,-96.5012,15.4,"18 km al SUR de S PEDRO POCHUTLA, OAX",2022-01-13,23:53:57,revisado
2022-01-13,22:06:16,4.0,18.3662,-101.838,25.6,"55 km al NORESTE de LAS GUACAMAYAS, MICH",2022-01-14,04:06:16,revisado
2022-01-14,03:15:57,4.0,13.9873,-93.5283,15.4,"167 km al SUROESTE de CD HIDALGO, CHIS",2022-01-14,09:15:57,revisado
2022-01-14,12:22:23,4.4,13.9302,-93.4872,26.1,"166 km al SUROESTE de CD HIDALGO, CHIS",2022-01-14,18:22:23,revisado
2022-01-14,18:44:46,4.2,14.0013,-92.638,26.0,"91 km al SUROESTE de CD HIDALGO, CHIS",2022-01-15,00:44:46,revisado
2022-01-15,03:12:27,4.2,14.8118,-93.7042,10.7,"110 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-15,09:12:27,revisado
2022-01-15,05:49:00,4.2,24.7113,-109.218,10.0,"121 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-15,11:49:00,revisado
2022-01-15,05:55:26,4.1,15.5245,-95.9425,15.1,"34 km al SURESTE de CRUCECITA, OAX",2022-01-15,11:55:26,revisado
2022-01-15,06:35:00,4.1,15.5752,-95.8995,19.8,"33 km al SURESTE de CRUCECITA, OAX",2022-01-15,12:35:00,revisado
2022-01-15,06:59:03,4.0,14.504,-94.1318,17.4,"164 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-15,12:59:03,revisado
2022-01-15,08:41:19,4.0,16.5925,-95.9728,67.6,"67 km al SURESTE de TLACOLULA, OAX",2022-01-15,14:41:19,revisado
2022-01-15,10:48:31,4.2,14.5612,-93.3658,8.9,"110 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-15,16:48:31,revisado
2022-01-15,11:07:36,4.2,16.941,-98.7583,40.9,"47 km al NOROESTE de OMETEPEC, GRO",2022-01-15,17:07:36,revisado
2022-01-15,11:20:17,4.0,24.73,-109.216,10.0,"119 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-15,17:20:17,revisado
2022-01-15,12:46:14,4.1,18.1445,-103.315,13.2,"72 km al SUR de COALCOMAN, MICH",2022-01-15,18:46:14,revisado
2022-01-15,16:39:27,4.0,15.4408,-94.7073,16.0,"97 km al SURESTE de SALINA CRUZ, OAX",2022-01-15,22:39:27,revisado
2022-01-15,17:39:51,4.1,18.0183,-105.965,10.0,"200 km al SUROESTE de CIHUATLAN, JAL",2022-01-15,23:39:51,revisado
2022-01-15,19:57:52,4.0,18.8935,-107.458,10.0,"301 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-16,01:57:52,revisado
2022-01-15,20:43:08,4.0,16.7502,-93.7282,152.4,"6 km al NORTE de CINTALAPA, CHIS",2022-01-16,02:43:08,revisado
2022-01-16,03:31:04,4.0,24.6888,-109.215,10.0,"123 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-16,09:31:04,revisado
2022-01-16,05:02:02,4.1,16.5977,-98.4235,7.3,"10 km al SUR de OMETEPEC, GRO",2022-01-16,11:02:02,revisado
2022-01-16,06:43:37,4.1,14.5453,-94.9277,10.0,"183 km al SUR de SALINA CRUZ, OAX",2022-01-16,12:43:37,revisado
2022-01-16,09:35:27,4.0,16.5732,-95.2133,4.2,"12 km al OESTE de CD IXTEPEC, OAX",2022-01-16,15:35:27,revisado
2022-01-16,17:31:09,5.4,15.7697,-95.8147,36.9,"34 km al ESTE de CRUCECITA, OAX",2022-01-16,23:31:09,revisado
2022-01-16,17:58:45,4.2,19.6557,-97.2602,5.0,"11 km al NORTE de PEROTE, VER",2022-01-16,23:58:45,revisado
2022-01-17,06:55:48,4.2,15.9817,-90.3978,10.0,"173 km al ESTE de LAS MARGARITAS, CHIS",2022-01-17,12:55:48,revisado
2022-01-17,11:59:32,4.1,16.818,-95.1783,99.8,"16 km al SUROESTE de MATIAS ROMERO, OAX",2022-01-17,17:59:32,revisado
2022-01-17,12:24:56,4.0,15.3888,-93.2415,86.5,"33 km al SUR de PIJIJIAPAN, CHIS",2022-01-17,18:24:56,revisado
2022-01-17,20:16:00,4.0,16.855,-94.2483,128.6,"59 km al NOROESTE de CINTALAPA, CHIS",2022-01-18,02:16:00,revisado
2022-01-17,21:09:01,4.5,15.0173,-95.8722,10.0,"88 km al SURESTE de CRUCECITA, OAX",2022-01-18,03:09:01,revisado
2022-01-18,01:09:06,4.0,16.0987,-99.0253,11.8,"86 km al SURESTE de SAN MARCOS, GRO",2022-01-18,07:09:06,revisado
2022-01-18,09:04:21,4.1,17.784,-101.588,37.0,"16 km al NORTE de ZIHUATANEJO, GRO",2022-01-18,15:04:21,revisado
2022-01-18,12:06:12,4.0,19.2805,-107.699,10.0,"297 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-18,18:06:12,revisado
2022-01-18,17:01:01,4.0,18.907,-107.415,10.4,"297 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-18,23:01:01,revisado
2022-01-19,00:34:08,4.0,17.6008,-101.085,59.1,"21 km al NORESTE de PETATLAN, GRO",2022-01-19,06:34:08,revisado
2022-01-19,02:58:59,4.0,16.6995,-93.5352,172.2,"18 km al SUROESTE de OCOZOCOAUTLA, CHIS",2022-01-19,08:58:59,revisado
2022-01-19,04:14:11,4.2,16.4175,-100.108,15.2,"55 km al SUROESTE de ACAPULCO, GRO",2022-01-19,10:14:11,revisado
2022-01-19,11:44:40,4.1,16.182,-97.1972,38.8,"32 km al NORESTE de RIO GRANDE, OAX",2022-01-19,17:44:40,revisado
2022-01-19,20:27:21,4.0,16.9702,-95.221,116.3,"22 km al NOROESTE de MATIAS ROMERO, OAX",2022-01-20,02:27:21,revisado
2022-01-20,00:17:49,4.0,24.6552,-109.212,10.0,"125 km al NORESTE de LA PAZ, BCS",2022-01-20,06:17:49,revisado
2022-01-20,01:53:10,4.1,16.722,-93.7248,157.8,"3 km al NORTE de CINTALAPA, CHIS",2022-01-20,07:53:10,revisado
2022-01-20,13:09:07,5.0,15.4298,-95.0827,16.1,"84 km al SUR de SALINA CRUZ, OAX",2022-01-20,19:09:07,revisado
2022-01-20,13:24:33,4.0,18.2022,-101.361,71.2,"65 km al NORESTE de ZIHUATANEJO, GRO",2022-01-20,19:24:33,revisado
2022-01-20,15:46:13,4.0,19.1717,-97.4543,6.5,"20 km al ESTE de S SALVADOR EL SECO, PUE",2022-01-20,21:46:13,revisado
2022-01-20,19:48:42,4.0,17.1103,-94.07,165.8,"59 km al NOROESTE de CINTALAPA, CHIS",2022-01-21,01:48:42,revisado
2022-01-20,21:31:16,4.0,18.0878,-102.015,40.3,"22 km al NORESTE de LAS GUACAMAYAS, MICH",2022-01-21,03:31:16,revisado
2022-01-20,22:19:38,4.2,18.8142,-104.49,6.5,"32 km al SUROESTE de MANZANILLO, COL",2022-01-21,04:19:38,revisado
2022-01-21,00:13:06,4.3,16.9485,-99.7732,32.8,"16 km al NORESTE de ACAPULCO, GRO",2022-01-21,06:13:06,revisado
2022-01-21,03:33:21,4.0,14.2957,-93.8703,18.9,"165 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-21,09:33:21,revisado
2022-01-21,05:40:46,4.1,27.3645,-111.507,10.0,"75 km al ESTE de SANTA ROSALIA, BCS",2022-01-21,11:40:46,revisado
2022-01-21,05:43:31,4.1,27.3535,-111.505,10.0,"75 km al ESTE de SANTA ROSALIA, BCS",2022-01-21,11:43:31,revisado
2022-01-21,06:35:18,4.0,17.5212,-94.7005,156.7,"48 km al SURESTE de SAYULA DE ALEMAN, VER",2022-01-21,12:35:18,revisado
2022-01-21,11:34:52,4.1,15.8783,-98.4183,9.4,"64 km al SUROESTE de PINOTEPA NACIONAL, OAX",2022-01-21,17:34:52,revisado
2022-01-21,12:05:09,4.2,20.3837,-106.118,5.0,"96 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-21,18:05:09,revisado
2022-01-21,12:53:59,4.2,20.38,-106.142,11.4,"98 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-21,18:53:59,revisado
2022-01-21,14:56:11,4.0,14.7303,-94.5757,16.1,"174 km al SURESTE de SALINA CRUZ, OAX",2022-01-21,20:56:11,revisado
2022-01-21,15:26:33,5.2,26.6442,-110.943,10.0,"81 km al NORESTE de LORETO, BCS",2022-01-21,21:26:33,revisado
2022-01-21,15:58:11,4.0,14.6717,-94.6193,10.0,"178 km al SURESTE de SALINA CRUZ, OAX",2022-01-21,21:58:11,revisado
2022-01-21,16:00:02,4.5,26.6977,-110.938,10.0,"86 km al NORESTE de LORETO, BCS",2022-01-21,22:00:02,revisado
2022-01-21,16:47:38,4.0,26.7743,-110.852,10.0,"98 km al NORESTE de LORETO, BCS",2022-01-21,22:47:38,revisado
2022-01-21,16:59:48,4.1,15.9323,-98.1235,4.8,"46 km al SUR de PINOTEPA NACIONAL, OAX",2022-01-21,22:59:48,revisado
2022-01-21,17:08:09,4.2,26.6967,-110.89,10.0,"88 km al NORESTE de LORETO, BCS",2022-01-21,23:08:09,revisado
2022-01-21,17:18:56,4.1,20.4038,-106.162,5.0,"100 km al OESTE de PUERTO VALLARTA, JAL",2022-01-21,23:18:56,revisado
2022-01-21,17:23:45,4.1,20.4027,-106.051,13.5,"89 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-21,23:23:45,revisado
2022-01-21,18:05:01,4.0,17.3237,-94.9417,128.8,"51 km al NORTE de MATIAS ROMERO, OAX",2022-01-22,00:05:01,revisado
2022-01-21,22:42:43,4.2,17.1552,-94.415,139.7,"74 km al NORESTE de MATIAS ROMERO, OAX",2022-01-22,04:42:43,revisado
2022-01-21,22:59:26,4.1,14.12,-93.2585,23.6,"134 km al SUROESTE de CD HIDALGO, CHIS",2022-01-22,04:59:26,revisado
2022-01-22,01:04:22,4.0,31.0745,-114.516,10.0,"31 km al ESTE de SAN FELIPE, BC",2022-01-22,07:04:22,revisado
2022-01-22,02:19:09,4.1,24.778,-109.204,10.0,"114 km al SUROESTE de G LEYVA SOLANO(B J), SIN",2022-01-22,08:19:09,revisado
2022-01-22,03:28:49,4.0,16.828,-93.8447,165.8,"20 km al NOROESTE de CINTALAPA, CHIS",2022-01-22,09:28:49,revisado
2022-01-22,05:14:06,4.0,16.5177,-95.0907,5.0,"5 km al SUR de CD IXTEPEC, OAX",2022-01-22,11:14:06,revisado
2022-01-22,06:26:58,4.0,16.7567,-95.0875,94.6,"14 km al SUROESTE de MATIAS ROMERO, OAX",2022-01-22,12:26:58,revisado
2022-01-22,06:42:57,4.2,15.8652,-96.5718,41.8,"18 km al NOROESTE de S PEDRO POCHUTLA, OAX",2022-01-22,12:42:57,revisado
2022-01-22,15:36:39,4.0,18.1845,-103.208,5.0,"66 km al SUR de COALCOMAN, MICH",2022-01-22,21:36:39,revisado
2022-01-22,16:35:50,4.3,17.0402,-100.13,14.0,"6 km al NOROESTE de COYUCA DE BENITEZ, GRO",2022-01-22,22:35:50,revisado
2022-01-22,17:31:19,4.3,16.5483,-99.1957,7.3,"34 km al SURESTE de SAN MARCOS, GRO",2022-01-22,23:31:19,revisado
2022-01-22,23:52:54,4.0,14.2095,-93.3735,10.0,"142 km al SUROESTE de CD HIDALGO, CHIS",2022-01-23,05:52:54,revisado
2022-01-23,00:00:51,4.2,27.922,-111.985,12.4,"70 km al NORESTE de SANTA ROSALIA, BCS",2022-01-23,06:00:51,revisado
2022-01-23,00:07:20,4.2,15.8032,-92.7728,189.1,"42 km al NORESTE de MAPASTEPEC, CHIS",2022-01-23,06:07:20,revisado
2022-01-23,00:46:44,4.0,14.4203,-93.4748,15.4,"129 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-23,06:46:44,revisado
2022-01-23,04:37:45,4.1,18.1925,-102.076,60.2,"24 km al NORESTE de LAS GUACAMAYAS, MICH",2022-01-23,10:37:45,revisado
2022-01-23,09:28:34,4.1,15.3785,-94.5943,16.1,"110 km al SURESTE de SALINA CRUZ, OAX",2022-01-23,15:28:34,revisado
2022-01-23,15:48:18,4.1,17.1345,-100.333,44.6,"14 km al SURESTE de ATOYAC DE ALVAREZ, GRO",2022-01-23,21:48:18,revisado
2022-01-23,21:16:58,4.3,15.4402,-94.885,21.5,"89 km al SURESTE de SALINA CRUZ, OAX",2022-01-24,03:16:58,revisado
2022-01-23,23:06:56,4.0,15.2187,-94.6292,16.1,"123 km al SURESTE de SALINA CRUZ, OAX",2022-01-24,05:06:56,revisado
2022-01-24,10:44:42,4.3,14.8293,-92.9115,69.2,"59 km al SUROESTE de HUIXTLA, CHIS",2022-01-24,16:44:42,revisado
2022-01-24,12:55:14,4.0,14.5578,-93.8733,10.0,"144 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-24,18:55:14,revisado
